posteam,week,defteam,epa,pass_epa,rush_epa,success,pass_success,rush_success
BUF,15,CAR,0.11393223389118314,0.22717187394925653,-0.16111430975545843,0.4603174603174603,0.5476190476190477,0.3076923076923077
BUF,16,NE,0.3098488740729307,0.42199823458864305,-0.034870402672095215,0.5405405405405406,0.5576923076923077,0.44
CAR,1,NYJ,-0.015247367443952105,0.038350310184872255,-0.15779667874085135,0.43333333333333335,0.43243243243243246,0.4166666666666667
CAR,2,NO,0.06534731570315595,0.2960769029192937,-0.2012659416872369,0.4520547945205479,0.5681818181818182,0.3125
CAR,3,HOU,0.19368104389973642,0.3652424109174146,-0.029431660470938086,0.4626865671641791,0.5365853658536586,0.3793103448275862
CAR,4,DAL,0.08015057146512317,0.04618002579259922,0.20375618482781152,0.4852941176470588,0.5,0.5
CAR,5,PHI,-0.2988178640583671,-0.4056419055058652,-0.14244361993367155,0.4,0.4186046511627907,0.35714285714285715
CAR,6,MIN,-0.2739699022569769,-0.2347062856184362,-0.024529776361305267,0.38235294117647056,0.37037037037037035,0.5263157894736842
CAR,7,NYG,-0.35488349370744665,-0.4752340761360136,-0.07612364728265672,0.3548387096774194,0.3125,0.4375
CAR,8,ATL,0.06038604609122214,0.22382229368451192,-0.08672019968732708,0.49295774647887325,0.5172413793103449,0.4772727272727273
CAR,9,NE,-0.49307425519929476,-0.6960419307064004,-0.17888878023118845,0.2982456140350877,0.2631578947368421,0.3333333333333333
CAR,10,ARI,0.003736946401064345,0.14896319411737877,-0.16089921231242477,0.4857142857142857,0.4722222222222222,0.47368421052631576
CAR,11,WAS,0.15018732541284407,0.13167915717048315,0.08693961575183844,0.4791666666666667,0.5172413793103449,0.38095238095238093
CAR,12,MIA,-0.31362318020977975,-0.5207897047968455,0.017462503872689286,0.3148148148148148,0.21621621621621623,0.47368421052631576
CAR,14,ATL,-0.17512275799996252,-0.10161575580311294,-0.22827511484851137,0.4838709677419355,0.5384615384615384,0.4
CAR,15,BUF,-0.1940942128306089,-0.23484189816281045,-0.0016383435332848353,0.3835616438356164,0.3541666666666667,0.5
CAR,16,TB,-0.3320208205226668,-0.35686596781198676,-0.11658114377253999,0.2835820895522388,0.32727272727272727,0.26666666666666666
CHI,1,LA,-0.09573871645134999,-0.20888750177627025,0.11641525603287543,0.5362318840579711,0.5555555555555556,0.5
CHI,2,CIN,-0.23639133373052199,-0.05524601121474463,-0.38702443250804214,0.3620689655172414,0.3888888888888889,0.3076923076923077
CHI,3,CLE,-0.6063796942159032,-0.5027529494567483,-0.3392395929730629,0.23809523809523808,0.24242424242424243,0.3333333333333333
CHI,4,DET,0.193241400079009,0.2760968907415256,0.16821954096990843,0.45454545454545453,0.5,0.4444444444444444
CHI,5,LV,0.0037998843196896553,0.2630957657471299,-0.13815362457218233,0.4576271186440678,0.52,0.4473684210526316
CHI,6,GB,0.019908108875633365,-0.024396534430800382,0.10981808343918105,0.45614035087719296,0.46153846153846156,0.4090909090909091
CHI,7,TB,-0.4364551428567235,-0.6483982443606645,-0.05976208665709815,0.4153846153846154,0.38636363636363635,0.45454545454545453
CHI,8,SF,0.09052261106393306,0.33787117821721036,-0.27822349016371717,0.417910447761194,0.5238095238095238,0.25
CHI,9,PIT,0.11959706888711318,0.034188617650745406,0.0925647843867496,0.4482758620689655,0.4146341463414634,0.42857142857142855
CHI,11,BAL,-0.03737575088031152,0.030354966099187686,-0.128018778503261,0.3448275862068966,0.3,0.47368421052631576
CHI,12,DET,0.048611883998590684,0.2308158339666865,-0.365668237973612,0.36363636363636365,0.4772727272727273,0.13043478260869565
CHI,13,ARI,-0.16919074416303514,-0.2561358499512402,0.12157215629905781,0.4166666666666667,0.42,0.46153846153846156
CHI,14,GB,-0.12844813842536934,-0.12381350932114961,-0.03458791238178189,0.3620689655172414,0.3829787234042553,0.3333333333333333
CHI,15,MIN,-0.1624980265958286,0.016597759135097583,-0.5322755618908558,0.4492753623188406,0.5319148936170213,0.2916666666666667
CHI,16,SEA,0.07371143101939602,0.2563599089128449,-0.09618241822657486,0.4492753623188406,0.5348837209302325,0.3333333333333333
CIN,1,MIN,-0.029862233173665195,0.20229934195012883,-0.16615381208652658,0.3880597014925373,0.46875,0.3333333333333333
CIN,2,CHI,-0.3443167297384137,-0.43081695884179233,-0.19294132880750112,0.41818181818181815,0.45714285714285713,0.35
CIN,3,PIT,0.1416154883653634,0.3206401208703053,-0.15504461183974688,0.46153846153846156,0.5,0.36363636363636365
CIN,4,JAX,0.32717926586347296,0.4806330143245681,-0.005680953052333935,0.5454545454545454,0.5714285714285714,0.4782608695652174
CIN,5,GB,0.012206788931346066,0.006078497420361414,-0.052935309204331524,0.48484848484848486,0.45454545454545453,0.5217391304347826
CIN,6,DET,0.20002133138575745,0.3868992683456315,-0.03491303079187802,0.4461538461538462,0.4878048780487805,0.39285714285714285
CIN,7,BAL,0.3021937490577693,0.5182728938451558,-0.03993156352225919,0.43548387096774194,0.5263157894736842,0.2916666666666667
CIN,8,NYJ,0.022686101215478167,0.0807434984574996,-0.11155539791798219,0.4716981132075472,0.48717948717948717,0.4666666666666667
CIN,9,CLE,-0.31799126249723214,-0.37845844418873453,-0.08143656604282556,0.43661971830985913,0.52,0.32
CIN,11,LV,0.018599467539842537,0.2270688156171993,-0.08760881286387905,0.4714285714285714,0.5897435897435898,0.4
CIN,12,PIT,0.19216735331630194,0.09238755068144605,0.23275040308898928,0.5538461538461539,0.5666666666666667,0.5263157894736842
CIN,13,LAC,-0.2868915521021581,-0.15127358779562328,-0.67262124216591,0.3611111111111111,0.38,0.28
CIN,14,SF,0.11469381401860296,0.2809856425078718,-0.1371814918020391,0.40625,0.4523809523809524,0.375
CIN,15,DEN,-0.034293868386764806,-0.028801915481030487,-0.07872144810556037,0.35294117647058826,0.3548387096774194,0.3333333333333333
CIN,16,BAL,0.499135580170028,0.6370486017466552,-0.07311864441289802,0.4927536231884058,0.5636363636363636,0.25
CLE,1,KC,0.2751701959935262,0.34777396848199493,0.07151173820225866,0.5964912280701754,0.5454545454545454,0.5925925925925926
CLE,2,HOU,0.1491408912063171,0.1129465280662708,0.14820846649722585,0.5740740740740741,0.6206896551724138,0.5172413793103449
CLE,3,CHI,0.042590341755852204,0.03232397468830714,0.011458838349289067,0.4533333333333333,0.5,0.39473684210526316
CLE,4,MIN,-0.06986561034218627,-0.140852140865287,0.034525054550219966,0.38666666666666666,0.36585365853658536,0.40540540540540543
CLE,5,LAC,0.3032052962796783,0.3066654796817453,0.2655345236725064,0.5,0.4594594594594595,0.5294117647058824
CLE,6,ARI,-0.27024951666508884,-0.3223519429957377,-0.26045714235729783,0.32727272727272727,0.325,0.3157894736842105
CLE,7,DEN,0.23307190003902994,0.19495425149221607,0.15295559294378003,0.5909090909090909,0.5277777777777778,0.5882352941176471
CLE,8,PIT,-0.10204018153358761,0.013133871645941066,-0.2258513888889204,0.41379310344827586,0.5135135135135135,0.2727272727272727
CLE,9,CIN,0.31181367292889317,0.5201088647890985,0.09775007816854402,0.391304347826087,0.4583333333333333,0.3333333333333333
CLE,10,NE,-0.17957799280953496,-0.22433966991957277,-0.0451650983071886,0.39655172413793105,0.4358974358974359,0.35
CLE,11,DET,-0.06189812756470528,-0.0206030394869361,-0.03278601169057021,0.390625,0.41025641025641024,0.3939393939393939
CLE,12,BAL,-0.19932210261118924,-0.09414781380610343,-0.2697510975755422,0.3333333333333333,0.37209302325581395,0.29411764705882354
CLE,14,BAL,-0.06903661275846613,0.14071645733551444,-0.2226328127249144,0.3898305084745763,0.5263157894736842,0.24
CLE,15,LV,-0.020026086310765082,0.10495815149415057,-0.1800190724618733,0.33962264150943394,0.4666666666666667,0.2
CLE,16,GB,0.15247909334093226,-0.028516950101129465,0.4520873599141613,0.5454545454545454,0.4772727272727273,0.6521739130434783
DAL,1,TB,0.12302168851680507,0.222191439062477,-0.29159140112820064,0.5064935064935064,0.5652173913043478,0.26666666666666666
DAL,2,LAC,0.10290378556756455,-0.013906137515362398,0.2529607327921148,0.5833333333333334,0.5483870967741935,0.6129032258064516
DAL,3,PHI,0.09832874330373562,0.2890975828872927,-0.11564435534819498,0.5882352941176471,0.6571428571428571,0.5263157894736842
DAL,4,CAR,0.2589853363757346,0.3558328236157972,0.14174166309553377,0.5535714285714286,0.5555555555555556,0.5483870967741935
DAL,5,NYG,0.1767300203575725,0.3843172348458553,0.013214166559732687,0.4864864864864865,0.5641025641025641,0.41025641025641024
DAL,6,NE,0.16146111838554478,0.37419971136666047,-0.36518959879231266,0.4939759036144578,0.543859649122807,0.34375
DAL,8,MIN,0.02564635920108721,0.08550369541300185,-0.11403992933818423,0.39705882352941174,0.46,0.30434782608695654
DAL,9,DEN,-0.16089762838890426,-0.2054159823050925,-0.07233105395606254,0.3898305084745763,0.34782608695652173,0.5
DAL,10,ATL,0.18561156194669728,0.6289330181323936,-0.37467949585115673,0.4142857142857143,0.5641025641025641,0.2571428571428571
DAL,11,KC,-0.2606907522321421,-0.2903048146515066,-0.07792653548312956,0.359375,0.36,0.375
DAL,12,LV,0.08413501786672915,0.17774993444077047,-0.153041564729863,0.44285714285714284,0.49056603773584906,0.3333333333333333
DAL,13,NO,-0.1071633794648316,-0.22893117876438937,0.08153208360696837,0.3064516129032258,0.3695652173913043,0.19047619047619047
DAL,14,WAS,-0.14414596494578272,-0.18234870087233562,-0.05427736595010695,0.40789473684210525,0.38461538461538464,0.43333333333333335
DAL,15,NYG,0.029589192641689667,0.021014684344060213,0.059202013309623346,0.47058823529411764,0.4878048780487805,0.4642857142857143
DAL,16,WAS,0.34290919755908866,0.553019513625607,-0.0520981966459658,0.5,0.574468085106383,0.36
DEN,1,NYG,0.28143927155793175,0.4726978906035121,-0.03222486367681991,0.45454545454545453,0.5609756097560976,0.28
DEN,2,JAX,0.14256751813019564,0.31322504171283816,0.009621204928003458,0.47692307692307695,0.55,0.4074074074074074
DEN,3,NYJ,-0.013923802685077893,0.5208552184999236,-0.4017998986345873,0.4603174603174603,0.6129032258064516,0.34285714285714286
DEN,4,BAL,-0.22052666170165433,-0.36305115828012774,0.10543348132769632,0.3559322033898305,0.3181818181818182,0.4117647058823529
DEN,5,PIT,0.13376691172459973,0.1538098175065116,-0.015850743309676868,0.4915254237288136,0.5348837209302325,0.35294117647058826
DEN,6,LV,-0.0015980333686405547,0.009965713679184569,-0.035494146641047504,0.45454545454545453,0.4915254237288136,0.36363636363636365
DEN,7,CLE,0.1103138660213777,0.16859821175522585,-0.06579822634895598,0.46938775510204084,0.4722222222222222,0.42857142857142855
DEN,8,WAS,0.07886552752341743,0.11345554353104598,-0.026012171401155415,0.45098039215686275,0.41935483870967744,0.45454545454545453
DEN,9,DAL,0.16299446744162088,0.32356845351307967,0.00801525004078161,0.4444444444444444,0.42857142857142855,0.43902439024390244
DEN,10,PHI,-0.2609554527726676,-0.08125344773185499,-0.48290787271398594,0.38181818181818183,0.3684210526315789,0.45
DEN,12,LAC,0.12325699759847403,0.17876035158406012,0.02894924101747169,0.40350877192982454,0.42857142857142855,0.375
DEN,13,KC,-0.13518888044328747,-0.25305513088317927,0.010750433515308296,0.4931506849315068,0.4489795918367347,0.5357142857142857
DEN,14,DET,0.2547231132540709,0.41790448826806686,0.16613919149385764,0.5384615384615384,0.5555555555555556,0.525
DEN,15,CIN,-0.1588979265556866,-0.137110567125496,-0.11981457248541781,0.4225352112676056,0.3333333333333333,0.5454545454545454
DEN,16,LV,-0.2537008655337383,-0.057545013265459806,-0.4723791344052491,0.275,0.37037037037037035,0.13333333333333333
DET,1,SF,-0.07651355117850558,-0.026074858404726568,0.014945383072786367,0.45348837209302323,0.4788732394366197,0.47619047619047616
DET,2,GB,-0.00835459634154587,0.0687116708244677,-0.20979530723868972,0.5535714285714286,0.5641025641025641,0.5
DET,3,BAL,-0.041752231278742766,0.10254467392385574,-0.14409194890464644,0.38333333333333336,0.4722222222222222,0.2962962962962963
DET,4,CHI,-0.050385962710403076,0.14199544551554433,-0.2897292538085215,0.47761194029850745,0.5531914893617021,0.375
DET,5,MIN,-0.20335473468803827,-0.2979092570793021,0.04447186743467076,0.359375,0.4090909090909091,0.3333333333333333
DET,6,CIN,-0.1645131698245948,-0.1816092702347147,-0.16058954092167207,0.36065573770491804,0.37777777777777777,0.29411764705882354
DET,7,LA,0.0740755678505197,0.061290377562725505,-0.01884696559417686,0.47692307692307695,0.48717948717948717,0.4
DET,8,PHI,-0.4051318638416027,-0.49700580350803886,-0.15608404560685707,0.3559322033898305,0.37777777777777777,0.29411764705882354
DET,10,PIT,-0.10570340349758378,-0.3827851791232439,0.12765311931544046,0.2835820895522388,0.25806451612903225,0.3333333333333333
DET,11,CLE,-0.2426188812510984,-0.5038261568709277,0.04602123984655548,0.30434782608695654,0.28,0.34782608695652173
DET,12,CHI,-0.03321762006057216,0.014960608259705807,-0.21478792039190672,0.4,0.4444444444444444,0.2727272727272727
DET,13,MIN,-0.07310056666398353,0.11463388993797373,-0.329044708523455,0.463768115942029,0.5454545454545454,0.34615384615384615
DET,14,DEN,-0.13153495619899339,-0.15431719851324796,-0.15061665915085806,0.45161290322580644,0.42857142857142855,0.47619047619047616
DET,15,ARI,0.04953930540346406,0.5662720705276871,-0.33513137451056213,0.45161290322580644,0.6,0.34285714285714286
DET,16,ATL,0.08526055730088816,0.14171396971028316,0.025385725957590418,0.4264705882352941,0.42857142857142855,0.42424242424242425
GB,1,NO,-0.4101972555403469,-0.39586618119116335,-0.29034538182168035,0.36538461538461536,0.4146341463414634,0.3125
GB,2,DET,0.29684772211680466,0.6324306636574745,-0.12656440272761615,0.5263157894736842,0.6285714285714286,0.38461538461538464
GB,3,SF,0.12126198663004428,0.37868820721128127,-0.012601342678535729,0.47368421052631576,0.5277777777777778,0.44
GB,4,PIT,0.03918115609704359,0.1249897649268045,-0.07523032234263761,0.4857142857142857,0.45,0.5333333333333333
GB,5,CIN,0.13756126838103552,0.2171844392332062,0.040146106095725845,0.45161290322580644,0.5,0.391304347826087
GB,6,CHI,0.24282525656388776,0.3263146340982017,0.14847492919303476,0.5471698113207547,0.6,0.48
GB,7,WAS,0.0934199211225281,0.32977300433229323,-0.6641572664125955,0.4339622641509434,0.5,0.21428571428571427
GB,8,ARI,0.08475255907858385,0.05712040492730808,0.12718849366228824,0.4647887323943662,0.475,0.46875
GB,9,KC,-0.005595703106912782,0.006678902238624694,-0.043720010443146086,0.38333333333333336,0.3902439024390244,0.4090909090909091
GB,10,SEA,0.06424507342602107,0.06592321448299657,0.046963144266497225,0.45714285714285713,0.46511627906976744,0.45161290322580644
GB,11,MIN,0.4514588512850176,0.5755418766041249,-0.09491105655701283,0.49056603773584906,0.5365853658536586,0.35294117647058826
GB,12,LA,0.0743950596678031,0.15962405386825257,-0.1123237612473531,0.3974358974358974,0.42857142857142855,0.34375
GB,14,CHI,0.32115491014654096,0.39613092795151833,0.13069627145887353,0.5806451612903226,0.625,0.4782608695652174
GB,15,BAL,0.35772844380812135,0.5799957881989181,0.024686423505911426,0.5964912280701754,0.6923076923076923,0.47619047619047616
GB,16,CLE,0.16265658335380706,0.14398448712771805,0.1544152219708928,0.49122807017543857,0.37142857142857144,0.6521739130434783
HOU,1,JAX,0.15667379955718094,0.44038052227332497,-0.1543086028572902,0.4189189189189189,0.525,0.32432432432432434
HOU,2,CLE,0.09622291173907882,0.4774582475511043,-0.2668455796837979,0.39655172413793105,0.5294117647058824,0.25925925925925924
HOU,3,CAR,-0.29117589492158785,-0.07375468132547842,-0.3579913069169331,0.3541666666666667,0.4857142857142857,0.2631578947368421
HOU,4,BUF,-0.8317076259298206,-1.107514655799605,-0.3575725304579143,0.21428571428571427,0.2,0.17647058823529413
HOU,5,NE,0.19214181443077535,0.5360267650411514,-0.29411930126904434,0.39285714285714285,0.5428571428571428,0.20833333333333334
HOU,6,IND,-0.22369105341177692,-0.21356435597181408,-0.24968023348732718,0.40540540540540543,0.46808510638297873,0.2857142857142857
HOU,7,ARI,-0.459868938217872,-0.5107447344702802,-0.5610382464330863,0.2857142857142857,0.3076923076923077,0.17647058823529413
HOU,8,LA,-0.11725698432405664,-0.1706498204769415,-0.014105953062418852,0.4406779661016949,0.4444444444444444,0.375
HOU,9,MIA,-0.3059390794107405,-0.37369804305075266,-0.21282175203668885,0.3333333333333333,0.36538461538461536,0.1875
HOU,11,TEN,-0.08091851342002389,0.23561143483496066,-0.3601959909103564,0.3225806451612903,0.5,0.17647058823529413
HOU,12,NYJ,-0.2770485900015915,-0.2753285014634579,-0.17532254661099336,0.2727272727272727,0.35294117647058826,0.21739130434782608
HOU,13,IND,-0.6233198415872175,-0.7626439633014662,-0.2719921544659883,0.28,0.24324324324324326,0.3333333333333333
HOU,14,SEA,-0.14047546017473683,-0.09588010081155884,-0.26991707212194643,0.4666666666666667,0.5178571428571429,0.3333333333333333
HOU,15,JAX,-0.017984420525707888,0.11301517526762356,-0.22290525592273167,0.3508771929824561,0.3870967741935484,0.2857142857142857
HOU,16,LAC,0.31430761372163524,0.6009539759449981,0.07674209060417991,0.4444444444444444,0.6,0.35135135135135137
IND,1,SEA,-0.09623154199718663,0.057961618917806795,-0.358067516723728,0.4444444444444444,0.5319148936170213,0.3103448275862069
IND,2,LA,-0.08011950957011194,-0.07326419081467785,-0.09480947833175637,0.4393939393939394,0.4888888888888889,0.3333333333333333
IND,3,TEN,-0.045294459680429215,-0.13032044531397577,0.33209786750796094,0.38596491228070173,0.37209302325581395,0.5555555555555556
IND,4,MIA,0.18585210800156893,0.3016660112955627,-0.025789166904360172,0.421875,0.4166666666666667,0.40625
IND,5,BAL,0.3114101521987436,0.38453700504352617,0.14495164092186752,0.484375,0.5,0.48
IND,6,HOU,0.2828231741774165,0.2626237380745237,0.3021809671093554,0.40425531914893614,0.43478260869565216,0.375
IND,7,SF,-0.09677692294651553,0.17927718001913032,-0.1788556009811476,0.3114754098360656,0.34285714285714286,0.3333333333333333
IND,8,TEN,-0.14061487678855988,-0.08082736196794052,0.019242974296156762,0.4861111111111111,0.4915254237288136,0.47619047619047616
IND,9,NYJ,0.4405301507604306,0.4591414705497759,0.4086578777631595,0.55,0.6666666666666666,0.42857142857142855
IND,10,JAX,-0.046967409368207244,-0.10356008251671935,-0.03710769217927008,0.3898305084745763,0.3611111111111111,0.4
IND,11,BUF,0.26709584012962156,0.4331523082940072,0.21616795342082504,0.5303030303030303,0.5,0.5555555555555556
IND,12,TB,-0.017277373723483605,-0.0705696393174623,0.15232567301589167,0.4626865671641791,0.45098039215686275,0.5
IND,13,HOU,0.167702922931,0.07933955578669431,0.19829430577681503,0.5652173913043478,0.52,0.5777777777777777
IND,15,NE,0.0027400946988546514,-0.48232458253311405,0.1913763580668425,0.42,0.35714285714285715,0.4444444444444444
IND,16,ARI,0.07166289383937421,0.2568688979945875,-0.18171481352539795,0.3548387096774194,0.4864864864864865,0.22580645161290322
JAX,1,HOU,-0.0424449214119831,-0.07540459444100168,0.007264501349709459,0.4626865671641791,0.4107142857142857,0.5625
JAX,2,DEN,-0.2524367130939682,-0.11703014341106206,-0.13858782913303003,0.35294117647058826,0.3902439024390244,0.4
JAX,3,ARI,-0.1572958153493416,-0.3886474229482701,0.12131265141673524,0.5384615384615384,0.5,0.5555555555555556
JAX,4,CIN,0.18333087567959658,0.30986388155932737,0.08828137101331127,0.5454545454545454,0.6071428571428571,0.5
JAX,5,TEN,-0.06351833478457991,-0.15838792101383709,0.13399599891064493,0.5522388059701493,0.4883720930232558,0.6428571428571429
JAX,6,MIA,0.05585073509922253,0.17960770072577767,-0.3540002183167655,0.45161290322580644,0.5217391304347826,0.2631578947368421
JAX,8,SEA,-0.1496829164233569,-0.11413371186615129,-0.2201584878939149,0.4383561643835616,0.4827586206896552,0.29411764705882354
JAX,9,BUF,-0.20877131353213205,0.02351707073136436,-0.33918826902559623,0.35714285714285715,0.40625,0.35714285714285715
JAX,10,IND,-0.013767781078577943,-0.1155679119339354,0.17473012044155478,0.4126984126984127,0.37777777777777777,0.47619047619047616
JAX,11,SF,-0.09760100494759762,-0.02683775369335763,-0.20410461448676262,0.4318181818181818,0.4838709677419355,0.3333333333333333
JAX,12,ATL,-0.01351073947199593,-0.026777634012947082,-0.04271105686036337,0.4861111111111111,0.4,0.6071428571428571
JAX,13,LA,-0.3818390201454432,0.004289609382491739,-0.8399557635420933,0.3090909090909091,0.4166666666666667,0.21739130434782608
JAX,14,TEN,-0.4312912876541982,-0.4122441539038072,-0.7038874099671375,0.29411764705882354,0.2978723404255319,0.125
